"EFF_DATE","SITE_NO","SITE_TYPE_CODE","STATE_CODE","ARPT_ID","CITY","COUNTRY_CODE","RWY_ID","RWY_LEN","RWY_WIDTH","SURFACE_TYPE_CODE","COND","TREATMENT_CODE","PCN","PAVEMENT_TYPE_CODE","SUBGRADE_STRENGTH_CODE","TIRE_PRES_CODE","DTRM_METHOD_CODE","RWY_LGT_CODE","RWY_LEN_SOURCE","LENGTH_SOURCE_DATE","GROSS_WT_SW","GROSS_WT_DW","GROSS_WT_DTW","GROSS_WT_DDTW"
"2024/04/18","12023.02","A","MO","MO67","POPLAR BLUFF","US","18/36",3000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12023.03","H","MO","MU29","POPLAR BLUFF","US","H1",40,40,"CONC","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","12023.04","A","MO","MU88","POPLAR BLUFF","US","18/36",1900,55,"TURF","","NONE",,"","","","","","OWNER","2020/06/25",,,,
"2024/04/18","12028.1","A","MO","3MO4","PORTAGEVILLE","US","N/S",2600,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12028.11","H","MO","MU79","PORTAGEVILLE","US","H1",50,50,"CONC","","NONE",,"","","","","","OWNER","2019/09/06",,,,
"2024/04/18","12028.12","H","MO","MU76","PORTAGEVILLE","US","H1",50,50,"CONC","","NONE",,"","","","","","OWNER","2019/09/06",,,,
"2024/04/18","12029.01","A","MO","8WC","POTOSI","US","02/20",4000,60,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2006/04/14",11,,,
"2024/04/18","12033.005","U","MO","MO61","PRAIRIE HILL","US","09/27",664,50,"TURF","","NONE",,"","","","","","OWNER","2020/10/07",,,,
"2024/04/18","12035.002","A","MO","40MO","PRAIRIE HOME","US","01/19",2452,120,"TURF","FAIR","NONE",,"","","","","","OWNER","2021/07/27",,,,
"2024/04/18","12037.","A","MO","MU41","PURDY","US","06/24",1050,50,"TURF","","NONE",,"","","","","","OWNER","2012/10/05",,,,
"2024/04/18","12037.","A","MO","MU41","PURDY","US","08/26",1280,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12045.01","A","MO","5MO","QUEEN CITY","US","16/34",2295,75,"TURF","EXCELLENT","NONE",,"","","","","NSTD","","",,,,
"2024/04/18","12046.","A","MO","1MU0","REPUBLIC","US","02/20",2636,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12049.","A","MO","MO1","RICHLAND","US","14/32",3000,60,"ASPH","GOOD","NONE",,"","","","","LOW","","",6,,,
"2024/04/18","12049.04","A","MO","03MO","RICHMOND","US","09/27",2100,100,"TURF-GRVL","FAIR","NONE",,"","","","","","OWNER","2018/01/08",,,,
"2024/04/18","12049.2","H","MO","MU17","RICHMOND","US","H1",40,40,"CONC-GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","12049.3","A","MO","8MO3","RICHMOND","US","09/27",2200,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12049.3","A","MO","8MO3","RICHMOND","US","17/35",2500,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12051.4","A","MO","1MU2","RIDGELY","US","12/30",1400,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12054.4","A","MO","2MO4","ROCKVILLE","US","18/36",2500,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12055.19","H","MO","85MO","ROGERSVILLE","US","H1",40,40,"CONC-GRVL","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12055.2","A","MO","MO31","ROGERSVILLE","US","02/20",1500,35,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12055.3","A","MO","MO18","ROGERSVILLE","US","09/27",2400,60,"TURF","","NONE",,"","","","","","FAA OE/AAA","2021/05/11",,,,
"2024/04/18","12056.1","A","MO","VIH","ROLLA/VICHY","US","04/22",5500,100,"ASPH","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2021/02/24",75,85,130,
"2024/04/18","12056.1","A","MO","VIH","ROLLA/VICHY","US","13/31",5501,100,"ASPH","FAIR","NONE",,"","","","","MED","3RD PARTY SURVEY","2021/02/24",48,62,92,
"2024/04/18","12056.11","A","MO","K07","ROLLA","US","09/27",3028,38,"ASPH","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","12056.13","A","MO","36MO","ROLLA","US","09/27",2750,150,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12056.16","H","MO","47MO","ROLLA","US","H1",40,40,"CONC","GOOD","NONE",,"","","","","PERI","OWNER","2014/11/19",,,,
"2024/04/18","12056.16","H","MO","47MO","ROLLA","US","H2",44,44,"CONC","GOOD","NONE",,"","","","","PERI","OWNER","2022/12/01",,,,
"2024/04/18","12056.17","A","MO","MU99","ROLLA","US","16/34",1523,50,"TURF","","NONE",,"","","","","","OWNER","2021/05/21",,,,
"2024/04/18","12056.2","A","MO","19MO","ROLLA","US","09/27",2800,75,"TURF","FAIR","NONE",,"","","","","","OWNER","2023/05/30",,,,
"2024/04/18","12056.32","A","MO","28MO","ROSCOE","US","10/28",3250,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12057.","A","MO","1MU8","RUSHVILLE","US","08/26",2000,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12057.1","A","MO","8MO7","RUSHVILLE","US","N/S",2600,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12061.","A","MO","SET","ST CHARLES","US","09/27",2000,75,"ASPH","GOOD","NONE",,"","","","","MED","NGS","2006/05/11",12.5,,,
"2024/04/18","12061.","A","MO","SET","ST CHARLES","US","18/36",3800,75,"ASPH","GOOD","NONE",,"","","","","MED","NGS","2006/05/11",12.5,,,
"2024/04/18","12061.01","H","MO","1MU9","SAINT CHARLES","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12061.1","H","MO","MO44","ST CHARLES","US","H1",40,40,"ASPH","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","12066.","A","MO","6MO2","STE GENEVIEVE","US","13/31",1600,90,"TURF","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","12066.01","H","MO","2MU0","ST GENEVIEVE","US","H1",45,41,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12068.01","A","MO","96MU","ST. JAMES","US","18/36",2200,60,"TURF","FAIR","NONE",,"","","","","","OWNER","2003/08/13",,,,
"2024/04/18","12074.","A","MO","STJ","ST JOSEPH","US","13/31",4797,75,"CONC","EXCELLENT","NONE",40,"F","D","W","T","MED","3RD PARTY SURVEY","2010/08/25",75,110,180,180
"2024/04/18","12074.","A","MO","STJ","ST JOSEPH","US","17/35",8061,150,"CONC","FAIR","GRVD",50,"R","C","W","T","HIGH","3RD PARTY SURVEY","2010/08/25",75,130,220,220
"2024/04/18","12074.02","A","MO","64MO","ST JOSEPH","US","03/21",3260,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12074.13","H","MO","MU43","ST. JOSEPH","US","H1",40,40,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12076.31","H","MO","MU05","ST LOUIS","US","H1",30,30,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12076.32","H","MO","MO91","ST LOUIS","US","H1",40,40,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12076.33","H","MO","2MU1","SAINT LOUIS","US","H1",60,60,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12076.6","H","MO","MO7","ST LOUIS","US","H1",37,37,"MATS","GOOD","NONE",,"","","","","","OWNER","2006/06/08",,,,
"2024/04/18","12076.9","H","MO","74MO","ST LOUIS","US","H1",230,150,"TURF-GRVL","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","12077.","A","MO","STL","ST LOUIS","US","06/24",7603,150,"CONC","FAIR","GRVD",85,"R","B","W","T","HIGH","3RD PARTY SURVEY","2020/11/23",75,176,280,660
"2024/04/18","12077.","A","MO","STL","ST LOUIS","US","11/29",9000,150,"CONC","EXCELLENT","GRVD",85,"R","B","W","T","HIGH","3RD PARTY SURVEY","2020/11/23",75,200,325,700
"2024/04/18","12077.","A","MO","STL","ST LOUIS","US","12L/30R",9013,150,"CONC","GOOD","GRVD",85,"R","B","W","T","HIGH","3RD PARTY SURVEY","2020/11/23",75,200,350,760
"2024/04/18","12077.","A","MO","STL","ST LOUIS","US","12R/30L",11020,150,"CONC","GOOD","GRVD",85,"R","B","W","T","HIGH","3RD PARTY SURVEY","2020/11/23",75,200,350,760
"2024/04/18","12077.03","H","MO","MU52","ST LOUIS","US","H1",30,30,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12077.04","H","MO","MO55","ST LOUIS","US","H1",50,50,"METAL","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","12077.22","H","MO","8MO9","ST LOUIS","US","H1",135,90,"CONC","","NONE",,"","","","","NSTD","","",,,,
"2024/04/18","12077.24","H","MO","9MO1","ST LOUIS","US","H1",45,44,"MATS","","NONE",,"","","","","","","",,,,
"2024/04/18","12077.26","H","MO","49MO","ST LOUIS","US","H1",200,200,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12077.28","H","MO","73MO","ST LOUIS","US","H1",48,48,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12077.29","H","MO","84MO","ST LOUIS","US","H1",86,86,"ASPH-CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12082.21","A","MO","1H0","ST LOUIS","US","07/25",3079,220,"TURF","FAIR","NONE",,"","","","","","3RD PARTY SURVEY","2016/05/27",,,,
"2024/04/18","12082.21","A","MO","1H0","ST LOUIS","US","16/34",4500,75,"CONC","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2016/05/27",30,,,
"2024/04/18","12082.5","A","MO","SUS","ST LOUIS","US","08L/26R",5000,75,"ASPH","GOOD","RFSC",5,"F","D","X","T","MED","NGS","2009/03/25",,,45.5,
"2024/04/18","12082.5","A","MO","SUS","ST LOUIS","US","08R/26L",7485,150,"CONC","GOOD","GRVD",34,"R","B","W","T","HIGH","STATE","2012/05/24",33,100,,
"2024/04/18","12087.","A","MO","45MO","ST PETERS","US","18/36",2100,20,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12087.","A","MO","45MO","ST PETERS","US","H1",50,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12087.02","H","MO","8MO0","ST PETERS","US","H1",50,50,"CONC","","NONE",,"","","","","FLD","FAA OE/AAA","2015/02/03",,,,
"2024/04/18","12089.","H","MO","MO76","SAINT ROBERT","US","H1",40,40,"CONC","","NONE",,"","","","","","OWNER","2008/06/14",,,,
"2024/04/18","12093.1","A","MO","K33","SALEM","US","17/35",2998,60,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2014/12/11",12.5,,,
"2024/04/18","12093.12","H","MO","MO40","SALEM","US","H1",50,50,"ASPH","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12097.","A","MO","9MO4","SAVANNAH","US","N/S",1960,25,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","12107.2","A","MO","DMO","SEDALIA","US","05/23",3519,50,"ASPH","FAIR","NONE",7,"F","D","X","T","MED","3RD PARTY SURVEY","2010/01/22",19,,,
"2024/04/18","12107.2","A","MO","DMO","SEDALIA","US","18/36",5500,100,"CONC","EXCELLENT","NONE",17,"R","C","W","T","MED","3RD PARTY SURVEY","2014/12/13",50,65,,
"2024/04/18","12107.21","H","MO","86MO","SEDALIA","US","H1",35,35,"CONC","","NONE",,"","","","","","OWNER","2022/02/24",,,,
"2024/04/18","12107.22","A","MO","MO08","SEDALIA","US","18/36",1000,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12114.","A","MO","H58","SEYMOUR","US","01/19",2800,45,"TURF","EXCELLENT","NONE",,"","","","","","","",,,,
"2024/04/18","12114.","A","MO","H58","SEYMOUR","US","15/33",1725,25,"TURF","EXCELLENT","NONE",,"","","","","","","",,,,
"2024/04/18","12119.","A","MO","6K2","SHELBYVILLE","US","17/35",2300,46,"TURF","EXCELLENT","NONE",,"","","","","","","",,,,
"2024/04/18","12119.4","A","MO","MO06","SHELL KNOB","US","02/20",1900,50,"ASPH","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","12119.6","A","MO","21MU","SHELL KNOB","US","18/36",2800,40,"TURF","GOOD","NONE",,"","","","","","OWNER","2004/06/23",,,,
"2024/04/18","12119.61","A","MO","MO00","SHELL KNOB","US","18/36",3950,80,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","12119.62","A","MO","5MO7","SHELL KNOB","US","05/23",2315,60,"TURF","","NONE",,"","","","","","OWNER","2021/04/09",,,,
"2024/04/18","12125.","A","MO","SIK","SIKESTON","US","03/21",5502,100,"ASPH","GOOD","NONE",,"","","","","MED","NGS","1999/07/11",30,38,,
"2024/04/18","12125.01","H","MO","MU45","SIKESTON","US","H1",35,35,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12127.","A","MO","MO39","SILEX","US","14/32",2700,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12127.08","A","MO","54MO","SILEX","US","11/29",1100,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12128.5","A","MO","54MU","SKIDMORE","US","17/35",2500,80,"TURF","","NONE",,"","","","","","OWNER","2022/02/22",,,,
"2024/04/18","12130.","A","MO","79MU","SMITHVILLE","US","04/22",2000,35,"TURF","","NONE",,"","","","","","OWNER","2021/04/13",,,,
"2024/04/18","12130.11","A","MO","29MO","SMITHVILLE","US","17/35",1200,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12130.12","A","MO","92MU","SMITHVILLE","US","18/36",2000,60,"TURF","","NONE",,"","","","","","OWNER","2019/04/15",,,,
"2024/04/18","12134.1","A","MO","9MO5","SPARTA","US","18/36",2300,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.","A","MO","3DW","SPRINGFIELD","US","11/29",4037,50,"ASPH","GOOD","NONE",,"","","","","NSTD","OWNER","2014/02/25",8,,,
"2024/04/18","12136.01","H","MO","MU39","SPRINGFIELD","US","H1",382,303,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.02","H","MO","56MU","SPRINGFIELD","US","H1",30,30,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.02","H","MO","56MU","SPRINGFIELD","US","H2",45,45,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.02","H","MO","56MU","SPRINGFIELD","US","H3",50,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.02","H","MO","56MU","SPRINGFIELD","US","H4",50,50,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.03","H","MO","MU59","SPRINGFIELD","US","H1",35,35,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.06","H","MO","81MU","SPRINGFIELD","US","H1",46,46,"CONC","","NONE",,"","","","","","OWNER","2012/06/14",,,,
"2024/04/18","12136.06","H","MO","81MU","SPRINGFIELD","US","H2",46,46,"CONC","","NONE",,"","","","","","OWNER","2012/06/14",,,,
"2024/04/18","12136.06","H","MO","81MU","SPRINGFIELD","US","H3",44,44,"MATS","","NONE",,"","","","","","OWNER","2012/06/14",,,,
"2024/04/18","12136.06","H","MO","81MU","SPRINGFIELD","US","H4",44,44,"MATS","","NONE",,"","","","","","OWNER","2012/06/14",,,,
"2024/04/18","12136.2","A","MO","MO2","SPRINGFIELD","US","06/24",2640,70,"TURF","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","12136.3","A","MO","39MO","SPRINGFIELD","US","01/19",1190,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12136.3","A","MO","39MO","SPRINGFIELD","US","15/33",1190,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12138.","A","MO","SGF","SPRINGFIELD","US","02/20",7003,150,"CONC","GOOD","GRVD",60,"R","C","W","T","HIGH","3RD PARTY SURVEY","2022/06/09",135,170,300,
"2024/04/18","12138.","A","MO","SGF","SPRINGFIELD","US","14/32",8000,150,"CONC","EXCELLENT","GRVD",60,"R","C","W","T","HIGH","3RD PARTY SURVEY","2022/06/09",135,170,300,
"2024/04/18","12138.01","H","MO","8MU0","SPRINGFIELD","US","H1",40,40,"TURF","","NONE",,"","","","","","OWNER","2021/02/02",,,,
"2024/04/18","12143.","A","MO","M12","STEELE","US","18/36",3984,60,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2010/11/02",,,,
"2024/04/18","12146.8","A","MO","MO3","STOCKTON","US","01/19",3060,50,"ASPH","GOOD","NONE",,"","","","","LOW","3RD PARTY SURVEY","2014/03/08",,,,
"2024/04/18","12146.81","C","MO","2M5","STOCKTON","US","ALL/WAY",15000,2000,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","12148.","A","MO","9MO6","STOVER","US","NE/SW",1800,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12149.7","A","MO","MO01","STRAFFORD","US","18/36",2460,30,"ASPH","","NONE",,"","","","","","FAA OE/AAA","2021/02/24",,,,
"2024/04/18","12151.01","A","MO","UUV","SULLIVAN","US","06/24",4500,75,"CONC","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","1999/03/19",12.5,,,
"2024/04/18","12151.013","H","MO","MO52","SULLIVAN","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12151.023","H","MO","95MU","SULLIVAN","US","H1",40,40,"CONC","","NONE",,"","","","","","OWNER","2022/01/05",,,,
"2024/04/18","12151.12","H","MO","MO42","SUNRISE BEACH","US","H1",24,31,"ROOF-TOP","","NONE",,"","","","","","OWNER","2012/05/25",,,,
"2024/04/18","12151.2","A","MO","9MO9","SUMNER","US","08/26",2800,40,"GRAVEL","","NONE",,"","","","","","","",,,,
"2024/04/18","12155.","A","MO","K57","TARKIO","US","18/36",3600,75,"CONC","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2022/08/22",16,,,
"2024/04/18","12157.7","A","MO","42M","THAYER","US","09/27",4200,50,"ASPH","GOOD","NONE",,"","","","","NSTD","FAA OE/AAA","2023/01/13",,,,
"2024/04/18","12158.","A","MO","MO56","THEODOSIA","US","11/29",3000,48,"ASPH","","NONE",,"","","","","","","",,,,
"2024/04/18","12159.6","H","MO","01MO","TOWN AND COUNTRY","US","H1",75,75,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12160.1","A","MO","TRX","TRENTON","US","18/36",4307,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2008/03/10",,,,
"2024/04/18","12163.","A","MO","MO94","TRIMBLE","US","17/35",2640,40,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12166.","A","MO","02MO","TROY","US","08/26",2100,25,"ASPH","GOOD","NONE",,"","","","","","OWNER","2014/11/24",,,,
"2024/04/18","12166.01","H","MO","MO41","TROY","US","H1",50,50,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12166.1","A","MO","MU89","TROY","US","09/27",1750,80,"TURF","","NONE",,"","","","","","FAA OE/AAA","2014/12/03",,,,
"2024/04/18","12177.","H","MO","1MU3","UNIONVILLE","US","H1",50,50,"CONC","","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12177.1","A","MO","K43","UNIONVILLE","US","17/35",2805,49,"ASPH","GOOD","AFSC",,"","","","","LOW","","",,,,
"2024/04/18","12182.8","A","MO","MO72","VAN BUREN","US","08/26",1900,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12182.81","A","MO","MO5","VAN BUREN","US","02/20",2600,50,"ASPH","EXCELLENT","NONE",,"","","","","","","",,,,
"2024/04/18","12185.01","A","MO","3VS","VERSAILLES","US","07/25",2805,39,"ASPH","GOOD","NONE",,"","","","","MED","","",,,,
"2024/04/18","12185.01","A","MO","3VS","VERSAILLES","US","H1",50,50,"CONC","GOOD","NONE",,"","","","","PERI","","",,,,
"2024/04/18","12189.5","A","MO","MO84","VIBURNUM","US","09/27",3195,47,"ASPH","FAIR","NONE",,"","","","","NSTD","","",,,,
"2024/04/18","12190.25","U","MO","MU72","VILLA RIDGE","US","04/22",411,50,"TURF","","NONE",,"","","","","","OWNER","2020/05/15",,,,
"2024/04/18","12190.25","U","MO","MU72","VILLA RIDGE","US","09/27",2006,90,"TURF","","NONE",,"","","","","","OWNER","2020/05/15",,,,
"2024/04/18","12190.25","U","MO","MU72","VILLA RIDGE","US","14/32",700,50,"TURF","","NONE",,"","","","","","OWNER","2020/05/15",,,,
"2024/04/18","12190.25","U","MO","MU72","VILLA RIDGE","US","18/36",398,50,"TURF","","NONE",,"","","","","","OWNER","2020/05/15",,,,
"2024/04/18","12191.","A","MO","71MO","WAKENDA","US","17/35",2500,80,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12191.5","A","MO","06MO","WALDRON","US","15/33",3000,30,"ASPH","","NONE",,"","","","","LOW","","",,,,
"2024/04/18","12193.","A","MO","RCM","WARRENSBURG","US","01/19",4206,75,"CONC","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2022/03/30",21,26,,
"2024/04/18","12193.","A","MO","RCM","WARRENSBURG","US","14/32",2801,60,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2022/03/30",12.5,,,
"2024/04/18","12193.01","H","MO","MU60","WARRENSBURG","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12193.11","A","MO","07MO","WARRENSBURG","US","17/35",2700,40,"TURF-GRVL","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","12195.","A","MO","MU02","WARRENTON","US","13/31",3000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12195.01","A","MO","MU18","WARRENTON","US","09/27",1900,50,"ASPH-TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12195.02","A","MO","2MO7","WARRENTON","US","17/35",3400,50,"TURF","","NONE",,"","","","","","OWNER","2004/08/30",,,,
"2024/04/18","12203.","A","MO","RAW","WARSAW","US","18/36",4000,75,"CONC","EXCELLENT","NONE",,"","","","","MED","STATE","2013/02/08",,12.5,,
"2024/04/18","12203.01","C","MO","75U","WARSAW","US","ALL/WAY",15000,4000,"WATER","","NONE",,"","","","","","","",,,,
"2024/04/18","12204.","A","MO","FYG","WASHINGTON","US","15/33",5002,75,"CONC","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2014/11/07",30,,,
"2024/04/18","12209.1","A","MO","MO17","WATSON","US","18/36",2140,50,"TURF","","NONE",,"","","","","","FAA OE/AAA","2021/11/01",,,,
"2024/04/18","12210.","A","MO","MU78","WAYNESVILLE","US","10/28",3000,60,"TURF","","NONE",,"","","","","","OWNER","2004/04/21",,,,
"2024/04/18","12212.52","H","MO","MO97","WENTZVILLE","US","H1",42,42,"ASPH","","NONE",,"","","","","FLD","","",,,,
"2024/04/18","12214.3","H","MO","96MO","WEST ALTON","US","H1",100,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12215.5","A","MO","89MO","WESTLINE","US","17/35",2560,40,"TURF-DIRT","POOR","NONE",,"","","","","","FAA OE/AAA","2022/09/29",,,,
"2024/04/18","12216.","A","MO","MO51","WESTON","US","14/32",2390,33,"TURF","POOR","NONE",,"","","","","","FAA OE/AAA","2022/09/29",,,,
"2024/04/18","12223.01","H","MO","MO10","WEST PLAINS","US","H1",24,24,"ROOF-TOP","","NONE",,"","","","","","OWNER","2010/11/15",,,,
"2024/04/18","12223.02","A","MO","88MO","WEST PLAINS","US","15/33",2400,30,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12223.03","H","MO","50MO","WEST PLAINS","US","H1",35,35,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12223.3","A","MO","UNO","WEST PLAINS","US","18/36",5101,75,"ASPH","GOOD","NONE",,"","","","","MED","3RD PARTY SURVEY","2010/09/27",30,39,,
"2024/04/18","12227.2","A","MO","09MO","WILLARD","US","E/W",1320,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12227.21","A","MO","2MO1","WILLARD","US","18/36",1800,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12227.81","A","MO","11MO","WILLIAMSBURG","US","18/36",2100,70,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12227.83","A","MO","10MO","WILLIAMSBURG","US","18/36",1425,100,"TURF","","NONE",,"","","","","","OWNER","2011/11/07",,,,
"2024/04/18","12228.","A","MO","79MO","WILLIAMSVILLE","US","06/24",3000,75,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12228.","A","MO","79MO","WILLIAMSVILLE","US","17/35",2000,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12228.01","A","MO","MO73","WILLIAMSVILLE","US","10/28",2500,60,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12229.","A","MO","1H5","WILLOW SPRINGS","US","17/35",3502,60,"ASPH","GOOD","AFSC",,"","","","","MED","NGS","2001/12/31",,,,
"2024/04/18","12230.11","A","MO","12MO","WINDSOR","US","NE/SW",3000,50,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12230.12","A","MO","1MO2","WINDSOR","US","02/20",2400,30,"ASPH","GOOD","NONE",,"","","","","","OWNER","2011/10/19",,,,
"2024/04/18","12233.5","H","MO","53MO","ZALMA","US","H1",30,18,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12240.","A","MT","MT81","ALBERTON","US","16/34",2138,25,"TURF-DIRT","","NONE",,"","","","","","OWNER","2020/07/08",,,,
"2024/04/18","12241.","A","MT","MT50","ALZADA","US","16/34",3000,100,"TURF","","NONE",,"","","","","","","",,,,
"2024/04/18","12243.","A","MT","3U3","ANACONDA","US","04/22",4074,60,"ASPH","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2013/08/29",18,25,,
"2024/04/18","12243.","A","MT","3U3","ANACONDA","US","17/35",6010,75,"ASPH","EXCELLENT","NONE",,"","","","","MED","3RD PARTY SURVEY","2013/08/29",,,,
"2024/04/18","12243.04","H","MT","3MT5","ANACONDA","US","H1",40,40,"CONC","","NONE",,"","","","","","","",,,,
"2024/04/18","12245.7","A","MT","3U4","ASHLAND","US","13/31",3830,95,"GRVL-DIRT","GOOD","NONE",,"","","","","","","",,,,
"2024/04/18","12245.71","A","MT","1M6","ASHLAND","US","01/19",1571,40,"TURF","","NONE",,"","","","","","OWNER","2020/05/28",,,,
"2024/04/18","12245.71","A","MT","1M6","ASHLAND","US","15/33",2268,40,"TURF","","NONE",,"","","","","","OWNER","2020/05/28",,,,
"2024/04/18","12247.2","A","MT","3U5","AUGUSTA","US","01/19",3650,75,"TURF","FAIR","NONE",,"","","","","","","",,,,
"2024/04/18","12247.21","A","MT","0MT1","AUGUSTA","US","03/21",1500,30,"DIRT","","NONE",,"","","","","","","",,,,
"2024/04/18","12247.22","H","MT","2MT6","AUGUSTA","US","H1",75,75,"CONC","","NONE",,"","","","","","OWNER","2002/08/20",,,,
"2024/04/18","12253.","A","MT","BHK","BAKER","US","13/31",5904,75,"ASPH","EXCELLENT","GRVD",,"","","","","MED","3RD PARTY SURVEY","2013/01/22",20,26,,
"2024/04/18","12254.","A","MT","MT43","BASIN","US","11/29",2100,30,"TURF-GRVL","","NONE",,"","","","","","","",,,,
"2024/04/18","12255.49","A","MT","05MT","BELGRADE","US","17/35",1303,50,"TURF","","NONE",,"","","","","","OWNER","2014/11/24",,,,
